validade_inicial_horizontal,validade_inicial,vnt_dir,vnt_vel,vnt_rajada,vis,vis_setor,vis_setor_dir,chuva,trovoada,nevoa_umida,teto,cobertura,tt,po,qnh,ur,vnt_vrb,chuvisco,nevoeiro,nevoa_seca,pancada
"['05:00', '06/02']",06/02 05:00,50,8,NIL,9999,,,NIL,NIL,NIL,700,5,20,20,1016,100,,,,,
"['05:25', '06/02']",06/02 05:25,60,6,NIL,9999,,,NIL,NIL,NIL,500,5,20,20,1016,100,,,,,
"['06:00', '06/02']",06/02 06:00,70,6,NIL,9999,,,NIL,NIL,NIL,500,5,20,20,1016,100,,,,,
"['07:00', '06/02']",06/02 07:00,60,4,NIL,9999,,,NIL,NIL,NIL,500,8,20,20,1016,100,,,,,
"['08:00', '06/02']",06/02 08:00,40,2,NIL,9999,,,NIL,NIL,NIL,500,5,20,20,1017,100,,,,,
"['09:00', '06/02']",06/02 09:00,70,5,NIL,8000,,,NIL,NIL,NIL,500,5,20,20,1017,100,,,,,
"['10:00', '06/02']",06/02 10:00,80,3,NIL,8000,,,NIL,NIL,NIL,1100,8,21,21,1018,100,,,,,
"['11:00', '06/02']",06/02 11:00,70,5,NIL,8000,,,NIL,NIL,NIL,1100,5,22,21,1018,94,,,,,
"['12:00', '06/02']",06/02 12:00,60,5,NIL,9999,,,NIL,NIL,NIL,1100,8,22,21,1019,94,,,,,
"['13:00', '06/02']",06/02 13:00,60,5,NIL,9999,,,NIL,NIL,NIL,1200,5,24,22,1019,89,,,,,
"['14:00', '06/02']",06/02 14:00,60,8,NIL,9999,,,NIL,NIL,NIL,2000,5,25,21,1018,79,,,,,
"['15:00', '06/02']",06/02 15:00,80,7,NIL,9999,,,NIL,NIL,NIL,10000,5,26,21,1018,74,,,,,
"['16:00', '06/02']",06/02 16:00,50,5,NIL,9999,,,NIL,NIL,NIL,3000,5,27,21,1017,70,,,,,
"['17:00', '06/02']",06/02 17:00,130,5,NIL,9999,,,NIL,NIL,NIL,3300,5,27,21,1016,70,,,,,
"['17:48', '06/02']",06/02 17:48,30,5,NIL,9999,,,NIL,1,NIL,3500,5,27,20,1015,66,,,,,
"['18:00', '06/02']",06/02 18:00,30,5,NIL,9999,,,NIL,1,NIL,3500,5,27,21,1015,70,,,,,
"['18:20', '06/02']",06/02 18:20,350,10,24,3500,,,1,1,1,3000,5,24,21,1015,83,,,,,
"['18:35', '06/02']",06/02 18:35,310,8,20,3000,,,1,1,NIL,600,5,23,21,1015,89,,,,,
"['19:00', '06/02']",06/02 19:00,30,8,NIL,5000,,,1,1,1,3000,8,22,22,1015,100,,,,,
"['19:39', '06/02']",06/02 19:39,20,8,NIL,4000,,,1,1,1,1100,5,22,22,1015,100,,,,,
"['20:00', '06/02']",06/02 20:00,50,9,NIL,5000,,,1,1,1,1100,8,21,21,1016,100,,,,,
"['20:25', '06/02']",06/02 20:25,180,2,NIL,6000,,,1,1,NIL,2100,5,20,20,1016,100,,,,,
"['21:00', '06/02']",06/02 21:00,60,5,NIL,9000,,,1,1,NIL,1900,5,21,21,1015,100,,,,,
"['22:00', '06/02']",06/02 22:00,80,3,NIL,9000,,,NIL,NIL,NIL,2300,5,21,21,1016,100,,,,,
"['23:00', '06/02']",06/02 23:00,70,4,NIL,9999,,,NIL,NIL,NIL,1500,5,21,21,1016,100,,,,,
"['00:00', '07/02']",07/02 00:00,30,5,NIL,7000,,,NIL,NIL,NIL,NIL,3,21,21,1017,100,,,,,
"['01:00', '07/02']",07/02 01:00,90,3,,8000,,,NIL,,,1700,5,21,21,1017,100,,,,,
"['02:00', '07/02']",07/02 02:00,110,3,,8000,,,NIL,,,600,5,22,22,1017,100,,,,,
"['03:00', '07/02']",07/02 03:00,100,5,,9000,,,NIL,,,NIL,2,22,21,1017,94,,,,,
"['03:25', '07/02']",07/02 03:25,90,3,,9000,,,NIL,,,1100,5,21,21,1016,100,,,,,
"['04:00', '07/02']",07/02 04:00,70,6,,9000,,,NIL,,,1100,5,21,21,1016,100,,,,,
"['05:00', '07/02']",07/02 05:00,60,6,,9999,,,NIL,,,1300,5,21,21,1016,100,,,,,
"['06:00', '07/02']",07/02 06:00,70,5,,9999,,,NIL,,,5000,5,21,21,1016,100,,,,,
"['07:00', '07/02']",07/02 07:00,60,6,,9999,,,NIL,,,5000,5,20,20,1016,100,,,,,
"['08:00', '07/02']",07/02 08:00,60,4,,9999,,,NIL,,,5000,5,20,20,1016,100,,,,,
"['09:00', '07/02']",07/02 09:00,70,3,,9999,,,NIL,,,5000,5,20,20,1016,100,,,,,
"['10:00', '07/02']",07/02 10:00,50,6,,9999,,,NIL,,,NIL,2,21,20,1017,94,,,,,
"['11:00', '07/02']",07/02 11:00,70,7,,9999,,,NIL,,,NIL,3,23,20,1017,83,,,,,
"['12:00', '07/02']",07/02 12:00,50,10,,9999,,,NIL,,,7000,5,23,19,1017,78,,,,,
"['13:00', '07/02']",07/02 13:00,60,11,,9999,,,NIL,,,7000,5,24,19,1018,74,,,,,
"['14:00', '07/02']",07/02 14:00,40,11,,9999,,,NIL,,,NIL,2,26,19,1017,65,,,,,
"['15:00', '07/02']",07/02 15:00,60,8,,9999,,,NIL,,,3300,5,26,19,1016,65,,,,,
"['16:00', '07/02']",07/02 16:00,60,7,,9999,,,NIL,,,4000,5,27,20,1016,66,,,,,
"['17:00', '07/02']",07/02 17:00,40,7,,9999,,,NIL,,,3300,5,27,20,1015,66,,,,,
"['18:00', '07/02']",07/02 18:00,320,5,,9999,,,NIL,,,10000,5,27,21,1015,70,,,,,
"['19:00', '07/02']",07/02 19:00,290,5,,9999,,,NIL,,,NIL,2,27,21,1014,70,,,,,
"['20:00', '07/02']",07/02 20:00,190,2,,9999,,,NIL,,,NIL,2,25,20,1014,74,,,,,
"['21:00', '07/02']",07/02 21:00,260,2,,9999,,,NIL,,,8000,5,24,21,1014,83,,,,,
"['22:00', '07/02']",07/02 22:00,150,5,,9999,,,NIL,,,8000,5,24,21,1015,83,,,,,
"['23:00', '07/02']",07/02 23:00,90,5,,9999,,,1,,,8000,5,23,22,1016,94,,,,,
"['00:00', '08/02']",08/02 00:00,70,8,,9999,,,NIL,,,NIL,NIL,22,21,1016,94,,,,,
"['01:00', '08/02']",08/02 01:00,80,2,NIL,9999,,,,,,NIL,3,21,21,1017,100,,,,,
"['02:00', '08/02']",08/02 02:00,60,7,NIL,9999,,,,,,NIL,NIL,21,21,1017,100,,,,,
"['03:00', '08/02']",08/02 03:00,100,4,NIL,9999,,,,,,NIL,NIL,21,21,1017,100,,,,,
"['04:00', '08/02']",08/02 04:00,50,7,NIL,9999,,,,,,NIL,NIL,21,20,1016,94,,,,,
"['05:00', '08/02']",08/02 05:00,60,7,NIL,9999,,,,,,NIL,NIL,21,20,1016,94,,,,,
"['06:00', '08/02']",08/02 06:00,60,6,NIL,9999,,,,,,NIL,2,20,20,1016,100,,,,,
"['07:00', '08/02']",08/02 07:00,70,7,NIL,9999,,,,,,NIL,2,20,20,1015,100,,,,,
"['07:15', '08/02']",08/02 07:15,60,7,NIL,9999,,,,,,700,5,20,20,1015,100,,,,,
"['08:00', '08/02']",08/02 08:00,60,7,NIL,9999,,,,,,NIL,3,20,20,1015,100,,,,,
"['08:10', '08/02']",08/02 08:10,70,5,NIL,9999,,,,,,700,5,20,20,1015,100,,,,,
"['09:00', '08/02']",08/02 09:00,40,7,NIL,9999,,,,,,700,5,20,20,1016,100,,,,,
"['10:00', '08/02']",08/02 10:00,50,5,NIL,9999,,,,,,NIL,3,20,20,1016,100,,,,,
"['11:00', '08/02']",08/02 11:00,70,6,NIL,9999,,,,,,NIL,2,22,20,1017,88,,,,,
"['12:00', '08/02']",08/02 12:00,80,5,NIL,9999,,,,,,NIL,NIL,24,21,1017,83,,,,,
"['13:00', '08/02']",08/02 13:00,230,2,NIL,9999,,,,,,NIL,2,26,20,1017,70,,,,,
"['14:00', '08/02']",08/02 14:00,20,7,NIL,9999,,,,,,NIL,3,27,19,1017,62,,,,,
"['15:00', '08/02']",08/02 15:00,10,6,NIL,9999,,,,,,4000,5,29,20,1016,58,,,,,
"['16:00', '08/02']",08/02 16:00,310,6,NIL,9999,,,,,,4500,5,28,19,1015,58,,,,,
"['17:00', '08/02']",08/02 17:00,330,12,NIL,9999,,,,,,4500,5,30,20,1015,55,,,,,
"['18:00', '08/02']",08/02 18:00,330,7,NIL,9999,,,,,,NIL,3,30,19,1013,52,,,,,
"['19:00', '08/02']",08/02 19:00,320,10,NIL,9999,,,,,,NIL,3,31,18,1013,46,,,,,
"['20:00', '08/02']",08/02 20:00,350,10,21,9999,,,,,,NIL,3,30,19,1013,52,,,,,
"['21:00', '08/02']",08/02 21:00,330,9,NIL,9999,,,,,,NIL,3,26,18,1013,61,,,,,
"['22:00', '08/02']",08/02 22:00,190,4,NIL,9999,,,,,,NIL,NIL,25,20,1014,74,,,,,
"['23:00', '08/02']",08/02 23:00,180,2,NIL,9999,,,,,,NIL,NIL,24,20,1015,78,,,,,
"['00:00', '09/02']",09/02 00:00,110,3,NIL,9999,,,,,,NIL,NIL,23,21,1015,89,,,,,
"['01:00', '09/02']",09/02 01:00,170,2,NIL,9999,,,NIL,NIL,,NIL,NIL,22,21,1015,94,,,,,
"['02:00', '09/02']",09/02 02:00,70,3,NIL,9999,,,NIL,NIL,,NIL,NIL,22,21,1016,94,,,,,
"['03:00', '09/02']",09/02 03:00,110,2,NIL,9999,,,NIL,NIL,,NIL,NIL,22,21,1016,94,,,,,
"['04:00', '09/02']",09/02 04:00,70,3,NIL,9999,,,NIL,NIL,,NIL,NIL,21,20,1016,94,,,,,
"['05:00', '09/02']",09/02 05:00,0,0,NIL,9999,,,NIL,NIL,,NIL,NIL,21,20,1015,94,,,,,
"['06:00', '09/02']",09/02 06:00,140,2,NIL,9999,,,NIL,NIL,,NIL,NIL,20,19,1015,94,,,,,
"['07:00', '09/02']",09/02 07:00,330,1,NIL,9999,,,NIL,NIL,,NIL,NIL,20,19,1015,94,,,,,
"['08:00', '09/02']",09/02 08:00,0,0,NIL,9999,,,NIL,NIL,,NIL,NIL,20,19,1015,94,,,,,
"['09:00', '09/02']",09/02 09:00,70,2,NIL,9999,,,NIL,NIL,,NIL,NIL,21,19,1015,88,,,,,
"['10:00', '09/02']",09/02 10:00,360,5,NIL,9999,,,NIL,NIL,,NIL,3,23,19,1016,78,,,,,
"['11:00', '09/02']",09/02 11:00,330,9,NIL,9999,,,NIL,NIL,,NIL,3,25,20,1016,74,,,,,
"['12:00', '09/02']",09/02 12:00,330,10,NIL,9999,,,NIL,NIL,,2500,5,25,20,1017,74,,,,,
"['13:00', '09/02']",09/02 13:00,340,15,NIL,9999,,,NIL,NIL,,3000,5,27,20,1016,66,,,,,
"['14:00', '09/02']",09/02 14:00,320,10,NIL,9999,,,NIL,NIL,,3300,5,27,21,1016,70,,,,,
"['15:00', '09/02']",09/02 15:00,330,14,NIL,9999,,,NIL,NIL,,3500,5,29,20,1016,58,,,,,
"['16:00', '09/02']",09/02 16:00,320,11,NIL,9999,,,NIL,NIL,,3500,5,28,20,1015,62,,,,,
"['17:00', '09/02']",09/02 17:00,310,13,NIL,9999,,,NIL,NIL,,3600,5,28,20,1015,62,,,,,
"['18:00', '09/02']",09/02 18:00,330,10,NIL,9999,,,NIL,NIL,,3500,5,29,21,1014,62,,,,,
"['19:00', '09/02']",09/02 19:00,330,10,NIL,9999,,,NIL,NIL,,4000,5,29,21,1014,62,,,,,
"['19:50', '09/02']",09/02 19:50,330,12,29,3000,,,1,1,,3000,5,27,22,1014,74,,,,,
"['20:00', '09/02']",09/02 20:00,340,17,29,3000,,,1,1,,3000,5,23,22,1014,94,,,,,
"['20:07', '09/02']",09/02 20:07,310,13,NIL,1000,,,1,1,,3000,5,22,22,1015,100,,,,,
"['20:32', '09/02']",09/02 20:32,310,6,NIL,9999,,,1,1,,8000,5,23,22,1015,94,,,,,
"['21:00', '09/02']",09/02 21:00,310,5,NIL,9999,,,1,1,,8000,5,23,22,1014,94,,,,,
"['22:00', '09/02']",09/02 22:00,310,7,NIL,9999,,,NIL,NIL,,8000,8,23,21,1015,89,,,,,
"['23:00', '09/02']",09/02 23:00,340,7,NIL,6000,,,1,NIL,,2300,8,22,21,1015,94,,,,,
"['00:00', '10/02']",10/02 00:00,320,6,NIL,9999,,,1,NIL,,NIL,NIL,22,21,1016,94,,,,,
"['01:00', '10/02']",10/02 01:00,300,4,NIL,8000,NIL,NIL,1,1,NIL,4000,5,22,22,1016,100,,,,,
"['01:27', '10/02']",10/02 01:27,320,5,NIL,5000,2400,90,1,1,NIL,1500,5,21,21,1017,100,,,,,
"['02:00', '10/02']",10/02 02:00,310,7,NIL,9999,NIL,NIL,1,1,NIL,3000,5,22,21,1017,94,,,,,
"['03:00', '10/02']",10/02 03:00,310,5,NIL,9999,NIL,NIL,1,NIL,NIL,4000,5,21,21,1016,100,,,,,
"['04:00', '10/02']",10/02 04:00,320,7,NIL,9999,NIL,NIL,1,NIL,NIL,5000,5,22,21,1016,94,,,,,
"['04:40', '10/02']",10/02 04:40,320,6,NIL,9999,NIL,NIL,1,1,NIL,2300,5,22,21,1015,94,,,,,
"['05:00', '10/02']",10/02 05:00,310,4,NIL,9999,NIL,NIL,1,1,NIL,2300,5,22,21,1015,94,,,,,
"['06:00', '10/02']",10/02 06:00,300,6,NIL,7000,NIL,NIL,1,1,NIL,2100,8,22,21,1015,94,,,,,
"['07:00', '10/02']",10/02 07:00,250,14,NIL,5000,NIL,NIL,1,NIL,1,900,8,20,20,1016,100,,,,,
"['08:00', '10/02']",10/02 08:00,280,4,NIL,6000,NIL,NIL,1,NIL,NIL,500,8,20,20,1016,100,,,,,
"['09:00', '10/02']",10/02 09:00,0,0,NIL,6000,NIL,NIL,1,NIL,NIL,1900,8,20,20,1016,100,,,,,
"['10:00', '10/02']",10/02 10:00,270,2,NIL,5000,NIL,NIL,1,NIL,1,2600,8,20,20,1017,100,,,,,
"['11:00', '10/02']",10/02 11:00,190,3,NIL,4000,NIL,NIL,1,NIL,1,300,8,20,20,1018,100,,,,,
"['11:30', '10/02']",10/02 11:30,0,0,NIL,1500,NIL,NIL,1,NIL,1,300,8,20,20,1018,100,,,,,
"['12:00', '10/02']",10/02 12:00,0,0,NIL,1500,NIL,NIL,1,NIL,1,300,8,20,20,1018,100,,,,,
"['13:00', '10/02']",10/02 13:00,170,4,NIL,1200,NIL,NIL,1,NIL,1,300,8,20,20,1019,100,,,,,
"['13:20', '10/02']",10/02 13:20,180,2,NIL,800,NIL,NIL,1,NIL,NIL,400,8,20,20,1019,100,,,,,
"['14:00', '10/02']",10/02 14:00,200,2,NIL,2500,NIL,NIL,1,NIL,1,300,8,20,20,1018,100,,,,,
"['14:35', '10/02']",10/02 14:35,0,0,NIL,2000,NIL,NIL,1,NIL,1,400,8,20,20,1018,100,,,,,
"['15:00', '10/02']",10/02 15:00,0,0,NIL,5000,NIL,NIL,1,NIL,1,400,8,20,20,1018,100,,,,,
"['16:00', '10/02']",10/02 16:00,200,3,NIL,3500,NIL,NIL,1,NIL,1,400,8,20,20,1018,100,,,,,
"['17:00', '10/02']",10/02 17:00,190,4,NIL,4000,NIL,NIL,1,NIL,1,700,8,20,20,1018,100,,,,,
"['17:37', '10/02']",10/02 17:37,0,0,NIL,9999,NIL,NIL,1,NIL,NIL,900,8,21,21,1017,100,,,,,
"['18:00', '10/02']",10/02 18:00,220,3,NIL,9999,NIL,NIL,1,NIL,NIL,1000,8,21,21,1017,100,,,,,
"['18:30', '10/02']",10/02 18:30,170,5,NIL,5000,NIL,NIL,1,NIL,1,800,8,20,20,1017,100,,,,,
"['19:00', '10/02']",10/02 19:00,160,4,NIL,9999,3000,45,1,NIL,NIL,500,8,20,20,1018,100,,,,,
"['20:00', '10/02']",10/02 20:00,130,5,NIL,4000,NIL,NIL,1,NIL,1,700,8,20,20,1017,100,,,,,
"['21:00', '10/02']",10/02 21:00,130,4,15,9999,NIL,NIL,NIL,NIL,NIL,900,8,20,19,1017,94,,,,,
"['22:00', '10/02']",10/02 22:00,100,3,NIL,9999,NIL,NIL,NIL,NIL,NIL,1100,8,20,20,1018,100,,,,,
"['23:00', '10/02']",10/02 23:00,110,4,NIL,9999,NIL,NIL,NIL,NIL,NIL,1100,8,19,19,1018,100,,,,,
"['00:00', '11/02']",11/02 00:00,160,4,NIL,4000,NIL,NIL,1,NIL,NIL,600,8,19,19,1019,100,,,,,
"['01:00', '11/02']",11/02 01:00,160,5,,4000,,,1,,NIL,700,8,18,18,1020,100,,NIL,,,
"['02:00', '11/02']",11/02 02:00,150,4,,5000,,,1,,NIL,1000,8,18,18,1020,100,,NIL,,,
"['03:00', '11/02']",11/02 03:00,140,2,,9999,,,1,,NIL,700,5,18,18,1019,100,,NIL,,,
"['04:00', '11/02']",11/02 04:00,100,3,,9999,,,NIL,,NIL,700,5,18,18,1019,100,,NIL,,,
"['05:00', '11/02']",11/02 05:00,150,2,,9999,,,NIL,,NIL,700,5,17,17,1018,100,,NIL,,,
"['06:00', '11/02']",11/02 06:00,0,0,,9999,,,NIL,,NIL,900,5,18,18,1018,100,,NIL,,,
"['07:00', '11/02']",11/02 07:00,170,1,,4000,,,1,,1,700,5,17,17,1018,100,,NIL,,,
"['08:00', '11/02']",11/02 08:00,130,3,,9999,,,1,,NIL,900,5,17,17,1018,100,,NIL,,,
"['09:00', '11/02']",11/02 09:00,120,3,,3000,,,NIL,,1,700,5,18,18,1018,100,,1,,,
"['10:00', '11/02']",11/02 10:00,180,3,,4000,,,NIL,,1,1100,5,17,17,1018,100,,1,,,
"['11:00', '11/02']",11/02 11:00,150,4,,3000,,,NIL,,1,500,5,17,17,1019,100,,1,,,
"['11:23', '11/02']",11/02 11:23,160,3,,6000,,,1,,NIL,500,8,18,18,1019,100,,NIL,,,
"['12:00', '11/02']",11/02 12:00,140,4,,5000,,,1,,1,600,8,18,18,1019,100,,NIL,,,
"['13:00', '11/02']",11/02 13:00,150,4,,3000,,,1,,1,600,8,18,18,1020,100,,NIL,,,
"['14:00', '11/02']",11/02 14:00,150,6,,7000,,,NIL,,NIL,700,8,19,19,1020,100,,1,,,
"['15:00', '11/02']",11/02 15:00,140,6,,9999,,,1,,NIL,1100,8,19,19,1020,100,,NIL,,,
"['15:47', '11/02']",11/02 15:47,110,7,,7000,,,1,,NIL,1500,8,20,18,1019,88,,NIL,,,
"['16:00', '11/02']",11/02 16:00,130,7,,5000,,,1,,1,1500,8,20,19,1019,94,,NIL,,,
"['17:00', '11/02']",11/02 17:00,120,9,,9999,,,NIL,,NIL,1500,8,20,17,1019,83,,NIL,,,
"['18:00', '11/02']",11/02 18:00,140,7,,9999,,,NIL,,NIL,1700,8,20,17,1019,83,,NIL,,,
"['19:00', '11/02']",11/02 19:00,140,9,,9999,,,NIL,,NIL,2100,8,20,16,1018,78,,NIL,,,
"['20:00', '11/02']",11/02 20:00,140,7,,9999,,,NIL,,NIL,2400,8,20,15,1018,73,,NIL,,,
"['21:00', '11/02']",11/02 21:00,130,6,,9999,,,NIL,,NIL,1900,5,20,15,1018,73,,NIL,,,
"['22:00', '11/02']",11/02 22:00,150,6,,9999,,,NIL,,NIL,1900,8,19,16,1019,83,,NIL,,,
"['23:00', '11/02']",11/02 23:00,120,8,,8000,,,1,,NIL,1100,8,18,16,1019,88,,NIL,,,
"['00:00', '12/02']",12/02 00:00,120,4,,9999,,,NIL,,NIL,1100,8,18,17,1019,94,,NIL,,,
"['01:00', '12/02']",12/02 01:00,100,8,,9999,,,NIL,,NIL,1300,8,18,17,1020,94,,NIL,,,
"['02:00', '12/02']",12/02 02:00,90,5,,9999,,,NIL,,NIL,1700,5,18,17,1020,94,,NIL,,,
"['03:00', '12/02']",12/02 03:00,130,3,,9999,,,NIL,,NIL,4700,5,18,17,1020,94,,NIL,,,
"['04:00', '12/02']",12/02 04:00,100,4,,9999,,,NIL,,NIL,4600,5,18,17,1019,94,,NIL,,,
"['05:00', '12/02']",12/02 05:00,120,3,,9999,,,NIL,,NIL,4600,5,18,17,1019,94,,NIL,,,
"['06:00', '12/02']",12/02 06:00,110,4,,9999,,,NIL,,NIL,2300,5,18,17,1018,94,,NIL,,,
"['07:00', '12/02']",12/02 07:00,110,4,,9999,,,NIL,,NIL,5000,5,18,16,1017,88,,NIL,,,
"['08:00', '12/02']",12/02 08:00,110,5,,9999,,,NIL,,NIL,1900,5,18,17,1018,94,,1,,,
"['09:00', '12/02']",12/02 09:00,100,3,,9999,,,NIL,,NIL,2300,8,18,17,1018,94,,1,,,
"['09:17', '12/02']",12/02 09:17,120,3,,4000,,,NIL,,1,2000,8,17,17,1018,100,,1,,,
"['10:00', '12/02']",12/02 10:00,90,4,,3000,,,1,,NIL,2100,5,17,17,1019,100,,1,,,
"['10:26', '12/02']",12/02 10:26,80,3,,3500,,,1,,1,400,8,18,18,1019,100,,NIL,,,
"['11:00', '12/02']",12/02 11:00,100,2,,4000,,,NIL,,1,700,8,18,18,1019,100,,1,,,
"['12:00', '12/02']",12/02 12:00,90,3,,3000,,,NIL,,NIL,400,8,18,18,1020,100,,1,,,
"['13:00', '12/02']",12/02 13:00,140,5,,4000,,,NIL,,1,700,5,18,18,1020,100,,1,,,
"['14:00', '12/02']",12/02 14:00,130,6,,9999,,,NIL,,NIL,1300,5,20,19,1019,94,,NIL,,,
"['15:00', '12/02']",12/02 15:00,120,7,,4000,,,NIL,,1,1300,5,20,19,1019,94,,NIL,,,
"['16:00', '12/02']",12/02 16:00,120,8,,7000,,,1,,NIL,1500,5,21,18,1018,83,,NIL,,,
"['17:00', '12/02']",12/02 17:00,130,6,,5000,,,NIL,,1,1500,5,21,19,1018,88,,NIL,,,
"['18:00', '12/02']",12/02 18:00,170,7,,3000,,,NIL,,NIL,900,5,19,19,1017,100,,1,,,
"['19:00', '12/02']",12/02 19:00,140,4,,4000,,,NIL,,1,1100,5,20,19,1017,94,,1,,,
"['20:00', '12/02']",12/02 20:00,160,4,,4000,,,NIL,,1,1100,8,19,19,1017,100,,1,,,
"['21:00', '12/02']",12/02 21:00,160,4,,7000,,,NIL,,NIL,800,8,18,18,1017,100,,1,,,
"['22:00', '12/02']",12/02 22:00,150,4,,6000,,,NIL,,NIL,1000,8,18,18,1018,100,,NIL,,,
"['23:00', '12/02']",12/02 23:00,150,5,,9999,,,NIL,,NIL,900,8,18,18,1018,100,,NIL,,,
"['00:00', '13/02']",13/02 00:00,150,5,,9999,,,NIL,,NIL,1100,8,18,18,1019,100,,NIL,,,
"['01:00', '13/02']",13/02 01:00,110,4,,9999,NIL,NIL,NIL,,,900,8,18,18,1019,100,NIL,,,,
"['02:00', '13/02']",13/02 02:00,150,3,,9000,NIL,NIL,NIL,,,1100,8,18,18,1019,100,NIL,,,,
"['03:00', '13/02']",13/02 03:00,150,2,,8000,NIL,NIL,NIL,,,1000,8,18,17,1018,94,NIL,,,,
"['04:00', '13/02']",13/02 04:00,150,2,,9999,NIL,NIL,NIL,,,1000,5,18,17,1018,94,NIL,,,,
"['05:00', '13/02']",13/02 05:00,80,2,,9999,NIL,NIL,NIL,,,900,5,18,18,1017,100,NIL,,,,
"['06:00', '13/02']",13/02 06:00,120,2,,9999,NIL,NIL,NIL,,,800,5,18,18,1017,100,NIL,,,,
"['07:00', '13/02']",13/02 07:00,130,2,,9999,NIL,NIL,NIL,,,800,5,18,18,1017,100,NIL,,,,
"['08:00', '13/02']",13/02 08:00,130,1,,7000,NIL,NIL,NIL,,,700,5,18,18,1017,100,NIL,,,,
"['09:00', '13/02']",13/02 09:00,110,3,,7000,NIL,NIL,NIL,,,700,5,18,18,1017,100,NIL,,,,
"['10:00', '13/02']",13/02 10:00,0,0,,6000,NIL,NIL,NIL,,,600,5,18,18,1017,100,NIL,,,,
"['11:00', '13/02']",13/02 11:00,210,1,,9999,NIL,NIL,NIL,,,900,5,19,19,1018,100,NIL,,,,
"['11:30', '13/02']",13/02 11:30,160,2,,9999,NIL,NIL,NIL,,,1100,5,21,19,1018,88,NIL,,,,
"['12:00', '13/02']",13/02 12:00,250,3,,9999,NIL,NIL,NIL,,,1500,5,22,19,1018,83,265,,,,
"['13:00', '13/02']",13/02 13:00,120,3,,9999,NIL,NIL,NIL,,,2100,5,23,18,1018,73,135,,,,
"['14:00', '13/02']",13/02 14:00,180,3,,9999,NIL,NIL,NIL,,,2300,5,24,19,1018,74,145,,,,
"['15:00', '13/02']",13/02 15:00,0,0,,9999,NIL,NIL,NIL,,,2600,5,24,18,1018,69,NIL,,,,
"['16:00', '13/02']",13/02 16:00,160,3,,9999,NIL,NIL,NIL,,,2300,5,23,19,1018,78,145,,,,
"['17:00', '13/02']",13/02 17:00,190,3,,9999,NIL,NIL,NIL,,,2800,5,25,18,1017,65,195,,,,
"['18:00', '13/02']",13/02 18:00,160,4,,9999,NIL,NIL,NIL,,,3600,5,26,18,1016,61,180,,,,
"['19:00', '13/02']",13/02 19:00,170,9,,9999,NIL,NIL,NIL,,,3000,5,25,20,1016,74,170,,,,
"['20:00', '13/02']",13/02 20:00,160,9,,9999,NIL,NIL,NIL,,,2300,5,24,19,1016,74,NIL,,,,
"['21:00', '13/02']",13/02 21:00,160,7,,9999,NIL,NIL,NIL,,,1700,5,22,19,1017,83,NIL,,,,
"['22:00', '13/02']",13/02 22:00,160,6,,9999,NIL,NIL,NIL,,,1700,5,22,19,1017,83,NIL,,,,
"['23:00', '13/02']",13/02 23:00,130,5,,9999,NIL,NIL,NIL,,,1300,5,21,18,1018,83,NIL,,,,
"['23:20', '13/02']",13/02 23:20,120,5,,9999,NIL,NIL,NIL,,,2300,5,20,18,1018,88,NIL,,,,
"['00:00', '14/02']",14/02 00:00,120,6,,9999,4000,90,1,,,1400,8,20,18,1019,88,NIL,,,,
"['01:00', '14/02']",14/02 01:00,90,4,,9999,,,,,NIL,1300,5,20,19,1019,94,,NIL,,,
"['02:00', '14/02']",14/02 02:00,110,7,,9999,,,,,NIL,1100,5,20,19,1019,94,,NIL,,,
"['03:00', '14/02']",14/02 03:00,80,4,,5000,,,,,1,700,5,19,19,1019,100,,1,,,
"['04:00', '14/02']",14/02 04:00,80,4,,9999,,,,,NIL,3500,5,19,18,1018,94,,NIL,,,
"['05:00', '14/02']",14/02 05:00,70,5,,9999,,,,,NIL,NIL,3,18,17,1018,94,,NIL,,,
"['06:00', '14/02']",14/02 06:00,100,4,,9999,,,,,NIL,NIL,NIL,18,16,1017,88,,NIL,,,
"['07:00', '14/02']",14/02 07:00,100,2,,9999,,,,,NIL,NIL,NIL,17,16,1017,94,,NIL,,,
"['08:00', '14/02']",14/02 08:00,90,1,,9999,,,,,NIL,1300,5,16,16,1017,100,,NIL,,,
"['09:00', '14/02']",14/02 09:00,0,0,,9999,,,,,NIL,1100,5,16,16,1017,100,,NIL,,,
"['10:00', '14/02']",14/02 10:00,120,2,,9999,,,,,NIL,900,5,18,17,1018,94,,NIL,,,
"['11:00', '14/02']",14/02 11:00,70,5,,9999,,,,,NIL,NIL,3,20,17,1018,83,,NIL,,,
"['12:00', '14/02']",14/02 12:00,30,5,,9999,,,,,NIL,NIL,3,22,18,1019,78,,NIL,,,
"['13:00', '14/02']",14/02 13:00,40,4,,9999,,,,,NIL,NIL,3,24,19,1019,74,,NIL,,,
"['14:00', '14/02']",14/02 14:00,80,4,,9999,,,,,NIL,NIL,3,26,19,1018,65,,NIL,,,
"['15:00', '14/02']",14/02 15:00,170,3,,9999,,,,,NIL,4000,5,26,18,1017,61,,NIL,,,
"['16:00', '14/02']",14/02 16:00,140,3,,9999,,,,,NIL,4000,5,27,19,1017,62,,NIL,,,
"['17:00', '14/02']",14/02 17:00,160,7,,9999,,,,,NIL,4000,5,26,20,1016,70,,NIL,,,
